"Daily","Daily Storage (Selected Period)"
"2019-08-25",5.66
"2019-08-26",5.98
"2019-08-27",6.08
"2019-08-28",6.04
"2019-08-29",5.64
"2019-08-30",5.69
"2019-08-31",5.66
"2019-09-01",5.67
"2019-09-02",6.37
"2019-09-03",6.15
"2019-09-04",6.44
"2019-09-05",6.6
"2019-09-06",6.56
"2019-09-07",6.52
"2019-09-08",6.62
"2019-09-09",6.94
"2019-09-10",6.94
"2019-09-11",6.67
"2019-09-12",6.97
"2019-09-13",7.31
"2019-09-14",6.87
"2019-09-15",6.86
"2019-09-16",7.64
"2019-09-17",7.76
"2019-09-18",7.59
"2019-09-19",7.66
"2019-09-20",7.72
"2019-09-21",7.74
"2019-09-22",7.71
"2019-09-23",7.96
"2019-09-24",7.94
"2019-09-25",7.67
"2019-09-26",7.47
"2019-09-27",7.51
"2019-09-28",7.53
"2019-09-29",7.55
"2019-09-30",8.09
"2019-10-01",8.12
"2019-10-02",7.76
"2019-10-03",7.77
"2019-10-04",7.83
"2019-10-05",7.89
"2019-10-06",7.88
"2019-10-07",8.11
"2019-10-08",8.11
"2019-10-09",8.11
"2019-10-10",7.88
"2019-10-11",7.88
"2019-10-12",7.87
"2019-10-13",7.86
"2019-10-14",8.07
"2019-10-15",8.06
"2019-10-16",7.83
"2019-10-17",7.82
"2019-10-18",7.82
"2019-10-19",7.82
"2019-10-20",7.83
"2019-10-21",8.08
"2019-10-22",8.1
"2019-10-23",8.12
"2019-10-24",7.37
"2019-10-25",7.31
"2019-10-26",7.35
"2019-10-27",7.37
"2019-10-28",8.21
"2019-10-29",7.95
"2019-10-30",7.37
"2019-10-31",8.21
"2019-11-01",7.35
"2019-11-02",7.33
"2019-11-03",8.18
"2019-11-04",7.57
"2019-11-05",8.2
"2019-11-06",8.2
"2019-11-07",7.34
"2019-11-08",7.36
"2019-11-09",7.37
"2019-11-10",7.36
"2019-11-11",8.26
"2019-11-12",7.37
"2019-11-13",8.24
"2019-11-14",7.35
"2019-11-15",7.35
"2019-11-16",7.36
"2019-11-17",7.37
"2019-11-18",8.27
"2019-11-19",8.26
"2019-11-20",8.25
"2019-11-21",7.35
"2019-11-22",4.81
"2019-11-23",7.35
"2019-11-24",7.34
"2019-11-25",8.24
"2019-11-26",8.24
"2019-11-27",7.34
"2019-11-28",8.23
"2019-11-29",7.33
"2019-11-30",7.31
"2019-12-01",7.31
"2019-12-02",8.21
"2019-12-03",8.21
"2019-12-04",8.21
"2019-12-05",7.31
"2019-12-06",7.3
"2019-12-07",7.28
"2019-12-08",7.28
"2019-12-09",8.16
"2019-12-10",8.16
"2019-12-11",7.25
"2019-12-12",8.14
"2019-12-13",7.24
"2019-12-14",7.23
"2019-12-15",7.22
"2019-12-16",8.1
"2019-12-17",8.1
"2019-12-18",7.21
"2019-12-19",8.09
"2019-12-20",7.19
"2019-12-21",7.19
"2019-12-22",7.17
"2019-12-23",8.04
"2019-12-24",8.12
"2019-12-25",7.16
"2019-12-26",7.82
"2019-12-27",7.14
"2019-12-28",7.14
"2019-12-29",7.13
"2019-12-30",8
"2019-12-31",7.99
